ID	Old ID	Enzymes	Roles	Reaction
PS_complex_18221d	rxn10826_m_A	Bicarbonate transport	Bicarbonate transport	rxn10826_m
PS_complex_6cbb22	rxn10826_v_A	Bicarbonate transport	Bicarbonate transport	rxn10826_v
PS_complex_bbddec	rxn10826_x_A	Bicarbonate transport	Bicarbonate transport	rxn10826_x
PS_complex_5b00e6	rxn10832_d_A	CoA transport	CoA transport	rxn10832_d
PS_complex_5d4594	rxn10832_m_A	CoA transport	CoA transport	rxn10832_m
PS_complex_a79993	rxn10867_d_A	NAD transport	NAD and other nucleotides transport (of mitochondrial carrier family; TC 2.A.29.10.10)	rxn10867_d
PS_complex_b93e0c	rxn10867_m_A	NAD transport	NAD and other nucleotides transport (of mitochondrial carrier family; TC 2.A.29.10.10)	rxn10867_m
PS_complex_a4c948	rxn10923_d_A	2-Oxoglutarate transport	2-Oxoglutarate transport	rxn10923_d
PS_complex_0e7fb3	rxn10923_m_A	2-Oxoglutarate transport	2-Oxoglutarate transport	rxn10923_m
PS_complex_95a13a	rxn10923_x_A	2-Oxoglutarate transport	2-Oxoglutarate transport	rxn10923_x
PS_complex_3ae437	rxn10929_d_A	Pyruvate transport	Pyruvate transport	rxn10929_d
PS_complex_e6b144	rxn10929_m_A	Pyruvate transport	Pyruvate transport	rxn10929_m
PS_complex_e85c5d	rxn10929_x_A	Pyruvate transport	Pyruvate transport	rxn10929_x
PS_complex_7382b9	rxn10952_d_A	Succinate transport	Succinate transport	rxn10952_d
PS_complex_c7fae5	rxn10952_m_A	Succinate transport	Succinate transport	rxn10952_m
PS_complex_aa37fc	rxn10952_x_A	Succinate transport	Succinate transport	rxn10952_x
PS_complex_ad3c30	rxn10967_d_A	Malate transport	Malate transport	rxn10967_d
PS_complex_6958c6	rxn10967_m_A	Malate transport	Malate transport	rxn10967_m
PS_complex_0978ac	rxn10967_x_A	Malate transport	Malate transport	rxn10967_x
PS_complex_405525	rxn11013_d_A	Fumarate transport	Fumarate transport	rxn11013_d
PS_complex_b038b7	rxn11013_m_A	Fumarate transport	Fumarate transport	rxn11013_m
PS_complex_eb8d23	rxn11013_x_A	Fumarate transport	Fumarate transport	rxn11013_x
PS_complex_ad805b	rxn11040_c_A	6-phosphogluconate dehydrogenase	6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)	rxn11040_c
PS_complex_3bb93f	rxn11040_d_A	6-phosphogluconate dehydrogenase	6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)	rxn11040_d
PS_complex_cfa00f	rxn11040_m_A	6-phosphogluconate dehydrogenase	6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)	rxn11040_m
PS_complex_e1adb5	rxn11700_d_A	Stearoyl-[acyl carrier protein] thioesterase	Stearoyl-[acyl carrier protein] thioesterase (EC 3.1.2.-)	rxn11700_d
PS_complex_b57df2	rxn11700_d_B	Stearoyl-[acyl carrier protein] thioesterase of FASI	Stearoyl-[acyl carrier protein] thioesterase of FASI (EC 3.1.2.-)	rxn11700_d
PS_complex_3a008c	rxn11701_c_A	N-hydroxythioamide S-beta-glucosyltransferase in Trp, Phe, Tyr-derived glucosinolates biosynthesis	N-hydroxythioamide S-beta-glucosyltransferase (EC 2.4.1.195) in Trp, Phe, Tyr-derived glucosinolates biosynthesis	rxn11701_c
PS_complex_6630ef	rxn11702_d_A	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase (EC 2.2.1.9)	rxn11702_d
PS_complex_3674e8	rxn11703_d_A	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase (EC 4.2.99.20)	rxn11703_d
PS_complex_520448	rxn11704_c_A	Desulfoglucosinolate sulfotransferase	Desulfoglucosinolate sulfotransferase (EC 2.8.2.-)	rxn11704_c
PS_complex_939260	rxn12020_d_A	Taxoid C13-side chain N-benzoyltransferase	Taxoid C13-side chain N-benzoyltransferase (EC 2.3.1.-)	rxn12020_d
PS_complex_4a2385	rxn12056_d_A	Alpha-Humulene synthase	Alpha-Humulene synthase (EC 4.2.3.104)	rxn12056_d
PS_complex_932f85	rxn12182_d_A	-_-beta_caryophyllene synthase	-_-beta_caryophyllene synthase (EC 4.2.3.57)	rxn12182_d
PS_complex_3771e5	rxn12282_d_A	Long-chain-fatty-acid--CoA ligase	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	rxn12282_d
PS_complex_b18d47	rxn12282_r_A	Long-chain-fatty-acid--CoA ligase	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	rxn12282_r
PS_complex_c76bd8	rxn12282_x_A	Long-chain-fatty-acid--CoA ligase	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	rxn12282_x
PS_complex_5444e9	rxn12329_x_A	Acyl-CoA thioesterase	Acyl-CoA thioesterase II (EC 3.1.2.-)	rxn12329_x
PS_complex_31c431	rxn12426_d_A	Glycolate transport	Glycolate transport	rxn12426_d
PS_complex_5b3bb7	rxn12426_m_A	Glycolate transport	Glycolate transport	rxn12426_m
PS_complex_55d3b1	rxn12426_x_A	Glycolate transport	Glycolate transport	rxn12426_x
PS_complex_53ddba	rxn12494_m_A	Alternative oxidase, ubiquinol oxidase	Alternative oxidase, ubiquinol oxidase (EC 1.10.3.11)	rxn12494_m
PS_complex_3e5854	rxn12510_c_A	Pantothenate kinase	Pantothenate kinase type II, eukaryotic (EC 2.7.1.33)	rxn12510_c
PS_complex_00ce32	rxn13149_c_A	Hypothetical reaction	Hypothetical reaction	rxn13149_c
PS_complex_a4a464	rxn13213_d_A	Acetyl-CoA transport	Acetyl-CoA transport	rxn13213_d
PS_complex_12c76e	rxn13213_m_A	Acetyl-CoA transport	Acetyl-CoA transport	rxn13213_m
PS_complex_b381c2	rxn13290_d_A	Farnesyl diphosphate transport	Farnesyl diphosphate transport	rxn13290_d
PS_complex_01a138	rxn13360_d_A	NAD transport	NAD and other nucleotides transport (of mitochondrial carrier family; TC 2.A.29.10.10)	rxn13360_d
PS_complex_f58449	rxn13360_m_A	NAD transport	NAD and other nucleotides transport (of mitochondrial carrier family; TC 2.A.29.10.10)	rxn13360_m
PS_complex_49cdfe	rxn13361_d_A	NAD transport	NAD and other nucleotides transport (of mitochondrial carrier family; TC 2.A.29.10.10)	rxn13361_d
PS_complex_53e428	rxn13361_m_A	NAD transport	NAD and other nucleotides transport (of mitochondrial carrier family; TC 2.A.29.10.10)	rxn13361_m
PS_complex_f41853	rxn13365_d_A	Oxaloacetate transport	Oxaloacetate transport	rxn13365_d
PS_complex_ba7540	rxn13365_m_A	Oxaloacetate transport	Oxaloacetate transport	rxn13365_m
PS_complex_f4199e	rxn13365_x_A	Oxaloacetate transport	Oxaloacetate transport	rxn13365_x
PS_complex_6bed46	rxn13822_d_A	5' Deoxyadenosine transport	5' Deoxyadenosine transport	rxn13822_d
PS_complex_9f3c36	rxn13822_m_A	5' Deoxyadenosine transport	5' Deoxyadenosine transport	rxn13822_m
PS_complex_d87279	rxn13975_c_A	Methylthioalkylmalate dehydratase	Methylthioalkylmalate dehydratase large subunit (EC 4.2.1.170)	rxn13975_c
PS_complex_d87279	rxn13975_c_B	Methylthioalkylmalate dehydratase	Methylthioalkylmalate dehydratase small subunit (EC 4.2.1.170)	rxn13975_c
PS_complex_97a629	rxn13975_d_A	Methylthioalkylmalate dehydratase	Methylthioalkylmalate dehydratase large subunit (EC 4.2.1.170)	rxn13975_d
PS_complex_97a629	rxn13975_d_B	Methylthioalkylmalate dehydratase	Methylthioalkylmalate dehydratase small subunit (EC 4.2.1.170)	rxn13975_d
PS_complex_508bff	rxn13977_c_A	Methylthioalkylmalate dehydrogenase	Methylthioalkylmalate dehydrogenase (EC 1.1.1.-)	rxn13977_c
PS_complex_d3b4b3	rxn13977_d_A	Methylthioalkylmalate dehydrogenase	Methylthioalkylmalate dehydrogenase (EC 1.1.1.-)	rxn13977_d
PS_complex_98889d	rxn13983_c_A	Methylthioalkylmalate dehydrogenase	Methylthioalkylmalate dehydrogenase (EC 1.1.1.-)	rxn13983_c
PS_complex_77a701	rxn13983_d_A	Methylthioalkylmalate dehydrogenase	Methylthioalkylmalate dehydrogenase (EC 1.1.1.-)	rxn13983_d
PS_complex_f29234	rxn13984_r_A	Homo, di, tri, tetra, penta and hexahomomethionine N-hydroxylase	Homo, di, tri, tetra, penta and hexahomomethionine N-hydroxylase (EC 1.14.13.n5)	rxn13984_r
PS_complex_a71472	rxn13986_r_A	Homo, di, tri, tetra, penta and hexahomomethionine N-hydroxylase	Homo, di, tri, tetra, penta and hexahomomethionine N-hydroxylase (EC 1.14.13.n5)	rxn13986_r
PS_complex_3a0e4d	rxn13995_c_A	Methylthioalkylmalate dehydratase	Methylthioalkylmalate dehydratase large subunit (EC 4.2.1.170)	rxn13995_c
PS_complex_3a0e4d	rxn13995_c_B	Methylthioalkylmalate dehydratase	Methylthioalkylmalate dehydratase small subunit (EC 4.2.1.170)	rxn13995_c
PS_complex_230702	rxn13995_d_A	Methylthioalkylmalate dehydratase	Methylthioalkylmalate dehydratase large subunit (EC 4.2.1.170)	rxn13995_d
PS_complex_230702	rxn13995_d_B	Methylthioalkylmalate dehydratase	Methylthioalkylmalate dehydratase small subunit (EC 4.2.1.170)	rxn13995_d
PS_complex_3a3d95	rxn14003_c_A	Phosphatidylcholine:diacylglycerol cholinephosphotransferase	Phosphatidylcholine:diacylglycerol cholinephosphotransferase (EC 2.7.8.-)	rxn14003_c
PS_complex_8a1ceb	rxn14004_c_A	Methylthioalkylmalate synthase	Methylthioalkylmalate synthase, 5C-6C only (EC 2.3.3.17)	rxn14004_c
PS_complex_d25713	rxn14004_d_A	Methylthioalkylmalate synthase	Methylthioalkylmalate synthase (EC 2.3.3.17)	rxn14004_d
PS_complex_18a33e	rxn14012_d_A	Solanesyl diphosphate synthase	Solanesyl diphosphate synthase (EC 2.5.1.85)	rxn14012_d
PS_complex_589fb0	rxn14012_m_A	Solanesyl diphosphate synthase	Solanesyl diphosphate synthase (EC 2.5.1.85)	rxn14012_m
PS_complex_3873b7	rxn14012_r_A	Solanesyl diphosphate synthase	Solanesyl diphosphate synthase (EC 2.5.1.85)	rxn14012_r
PS_complex_ceaee5	rxn14059_c_A	Methylthioalkylmalate dehydratase	Methylthioalkylmalate dehydratase large subunit (EC 4.2.1.170)	rxn14059_c
PS_complex_ceaee5	rxn14059_c_B	Methylthioalkylmalate dehydratase	Methylthioalkylmalate dehydratase small subunit (EC 4.2.1.170)	rxn14059_c
PS_complex_08fc88	rxn14059_d_A	Methylthioalkylmalate dehydratase	Methylthioalkylmalate dehydratase large subunit (EC 4.2.1.170)	rxn14059_d
PS_complex_08fc88	rxn14059_d_B	Methylthioalkylmalate dehydratase	Methylthioalkylmalate dehydratase small subunit (EC 4.2.1.170)	rxn14059_d
PS_complex_f9d2d1	rxn14074_c_A	N-hydroxythioamide S-beta-glucosyltransferase in aliphatic glucosinolates biosynthesis	N-hydroxythioamide S-beta-glucosyltransferase (EC 2.4.1.195) in aliphatic glucosinolates biosynthesis	rxn14074_c
PS_complex_5c7e03	rxn14085_d_A	Homogentisate solanesyltransferase	Homogentisate solanesyltransferase (EC 2.5.-)	rxn14085_d
PS_complex_9348be	rxn14094_d_A	Geranylgeranyl diphosphate reductase	Geranylgeranyl diphosphate reductase (EC 1.3.1.83)	rxn14094_d
PS_complex_930383	rxn14102_d_A	Methylthioalkylmalate synthase	Methylthioalkylmalate synthase (EC 2.3.3.17)	rxn14102_d
PS_complex_83a653	rxn14122_c_A	Methylthioalkylmalate dehydrogenase	Methylthioalkylmalate dehydrogenase (EC 1.1.1.-)	rxn14122_c
PS_complex_046f66	rxn14122_d_A	Methylthioalkylmalate dehydrogenase	Methylthioalkylmalate dehydrogenase (EC 1.1.1.-)	rxn14122_d
PS_complex_446012	rxn14133_c_A	Desulfoglucosinolate sulfotransferase	Desulfoglucosinolate sulfotransferase (EC 2.8.2.-)	rxn14133_c
PS_complex_db8197	rxn14142_d_A	Geranylgeranyl diphosphate reductase	Geranylgeranyl diphosphate reductase (EC 1.3.1.83)	rxn14142_d
PS_complex_f9abd5	rxn14156_c_A	Methylthioalkylmalate dehydratase	Methylthioalkylmalate dehydratase large subunit (EC 4.2.1.170)	rxn14156_c
PS_complex_f9abd5	rxn14156_c_B	Methylthioalkylmalate dehydratase	Methylthioalkylmalate dehydratase small subunit (EC 4.2.1.170)	rxn14156_c
PS_complex_f5248c	rxn14156_d_A	Methylthioalkylmalate dehydratase	Methylthioalkylmalate dehydratase large subunit (EC 4.2.1.170)	rxn14156_d
PS_complex_f5248c	rxn14156_d_B	Methylthioalkylmalate dehydratase	Methylthioalkylmalate dehydratase small subunit (EC 4.2.1.170)	rxn14156_d
PS_complex_5a1057	rxn14161_r_A	Homo, di, tri, tetra, penta & hexahomomethionine N-hydroxylase	Homo, di, tri, tetra, penta & hexahomomethionine N-hydroxylase (EC 1.14.13.n5)	rxn14161_r
PS_complex_3612cf	rxn14161_r_B	Penta and hexahomomethionine N-hydroxylase (EC 1.14.13.n6)	Penta and hexahomomethionine N-hydroxylase (EC 1.14.13.n6)	rxn14161_r
PS_complex_e97ca2	rxn14172_c_A	Methylthioalkylmalate dehydrogenase	Methylthioalkylmalate dehydrogenase (EC 1.1.1.-)	rxn14172_c
PS_complex_0fd754	rxn14172_d_A	Methylthioalkylmalate dehydrogenase	Methylthioalkylmalate dehydrogenase (EC 1.1.1.-)	rxn14172_d
PS_complex_c13668	rxn14182_c_A	Methylthioalkylmalate dehydrogenase	Methylthioalkylmalate dehydrogenase (EC 1.1.1.-)	rxn14182_c
PS_complex_ca8228	rxn14182_d_A	Methylthioalkylmalate dehydrogenase	Methylthioalkylmalate dehydrogenase (EC 1.1.1.-)	rxn14182_d
PS_complex_385487	rxn14183_c_A	Methylthioalkylmalate synthase	Methylthioalkylmalate synthase, 5C-6C only (EC 2.3.3.17)	rxn14183_c
PS_complex_a6f8bf	rxn14183_d_A	Methylthioalkylmalate synthase	Methylthioalkylmalate synthase (EC 2.3.3.17)	rxn14183_d
PS_complex_370a70	rxn14205_d_A	Methylthioalkylmalate synthase	Methylthioalkylmalate synthase (EC 2.3.3.17)	rxn14205_d
PS_complex_1ef972	rxn14237_r_A	Homo, di, tri, tetra, penta & hexahomomethionine N-hydroxylase	Homo, di, tri, tetra, penta & hexahomomethionine N-hydroxylase (EC 1.14.13.n5)	rxn14237_r
PS_complex_dd8f75	rxn14237_r_B	Penta and hexahomomethionine N-hydroxylase (EC 1.14.13.n6)	Penta and hexahomomethionine N-hydroxylase (EC 1.14.13.n6)	rxn14237_r
PS_complex_76fca9	rxn14244_c_A	Methylthioalkylmalate dehydrogenase	Methylthioalkylmalate dehydrogenase (EC 1.1.1.-)	rxn14244_c
PS_complex_09a307	rxn14244_d_A	Methylthioalkylmalate dehydrogenase	Methylthioalkylmalate dehydrogenase (EC 1.1.1.-)	rxn14244_d
PS_complex_293672	rxn14248_c_A	Methylthioalkylmalate dehydratase	Methylthioalkylmalate dehydratase large subunit (EC 4.2.1.170)	rxn14248_c
PS_complex_293672	rxn14248_c_B	Methylthioalkylmalate dehydratase	Methylthioalkylmalate dehydratase small subunit (EC 4.2.1.170)	rxn14248_c
PS_complex_271569	rxn14248_d_A	Methylthioalkylmalate dehydratase	Methylthioalkylmalate dehydratase large subunit (EC 4.2.1.170)	rxn14248_d
PS_complex_271569	rxn14248_d_B	Methylthioalkylmalate dehydratase	Methylthioalkylmalate dehydratase small subunit (EC 4.2.1.170)	rxn14248_d
PS_complex_32af65	rxn14261_d_A	Geranylgeranyl diphosphate reductase	Geranylgeranyl diphosphate reductase (EC 1.3.1.83)	rxn14261_d
PS_complex_820a03	rxn14278_c_A	Methylthioalkylmalate dehydratase	Methylthioalkylmalate dehydratase large subunit (EC 4.2.1.170)	rxn14278_c
PS_complex_820a03	rxn14278_c_B	Methylthioalkylmalate dehydratase	Methylthioalkylmalate dehydratase small subunit (EC 4.2.1.170)	rxn14278_c
PS_complex_dd17d2	rxn14278_d_A	Methylthioalkylmalate dehydratase	Methylthioalkylmalate dehydratase large subunit (EC 4.2.1.170)	rxn14278_d
PS_complex_dd17d2	rxn14278_d_B	Methylthioalkylmalate dehydratase	Methylthioalkylmalate dehydratase small subunit (EC 4.2.1.170)	rxn14278_d
PS_complex_2af797	rxn14285_r_A	Homo, di, tri, tetra, penta and hexahomomethionine N-hydroxylase	Homo, di, tri, tetra, penta and hexahomomethionine N-hydroxylase (EC 1.14.13.n5)	rxn14285_r
PS_complex_dc40b1	rxn14305_r_A	Homo, di, tri, tetra, penta and hexahomomethionine N-hydroxylase	Homo, di, tri, tetra, penta and hexahomomethionine N-hydroxylase (EC 1.14.13.n5)	rxn14305_r
PS_complex_624ce0	rxn14308_d_A	Methylthioalkylmalate synthase	Methylthioalkylmalate synthase (EC 2.3.3.17)	rxn14308_d
PS_complex_5b6160	rxn14347_d_A	Methylthioalkylmalate synthase	Methylthioalkylmalate synthase (EC 2.3.3.17)	rxn14347_d
PS_complex_6bf928	rxn14362_c_A	Desulfoglucosinolate sulfotransferase	Desulfoglucosinolate sulfotransferase (EC 2.8.2.-)	rxn14362_c
PS_complex_8b5bad	rxn15001_e_A	Trehalase	Trehalase (EC 3.2.1.28)	rxn15001_e
PS_complex_1db20e	rxn15010_c_A	Alpha-glucosidase	Alpha-glucosidase (EC 3.2.1.20)	rxn15010_c
PS_complex_d2b3ce	rxn15014_c_A	Sinapoylglucose--sinapoylglucose O-sinapoyltransferase	Sinapoylglucose--sinapoylglucose O-sinapoyltransferase (EC 2.3.1.103)	rxn15014_c
PS_complex_e30f45	rxn15022_c_A	Isocitrate dehydrogenase [NADP]	Isocitrate dehydrogenase [NADP] (EC 1.1.1.42)	rxn15022_c
PS_complex_b0be20	rxn15022_d_A	Isocitrate dehydrogenase [NADP]	Isocitrate dehydrogenase [NADP] (EC 1.1.1.42)	rxn15022_d
PS_complex_a0853a	rxn15022_m_A	Isocitrate dehydrogenase [NADP]	Isocitrate dehydrogenase [NADP] (EC 1.1.1.42)	rxn15022_m
PS_complex_a3ae4e	rxn15022_x_A	Isocitrate dehydrogenase [NADP]	Isocitrate dehydrogenase [NADP] (EC 1.1.1.42)	rxn15022_x
PS_complex_5ae483	rxn15045_c_A	Isocitrate lyase	Isocitrate lyase (EC 4.1.3.1), group II (plants and fungi)	rxn15045_c
PS_complex_6f9a32	rxn15045_x_A	Isocitrate lyase	Isocitrate lyase (EC 4.1.3.1), group II (plants and fungi)	rxn15045_x
PS_complex_e239f6	rxn15062_c_A	Sucrose-phosphate synthase	Sucrose-phosphate synthase (EC 2.4.1.14)	rxn15062_c
PS_complex_5a3f74	rxn15069_c_A	Sucrose alpha-glucosidase	Sucrose alpha-glucosidase, alkaline/neutral invertase (EC 3.2.1.26)	rxn15069_c
PS_complex_db1a85	rxn15069_d_A	Sucrose alpha-glucosidase	Sucrose alpha-glucosidase, alkaline/neutral invertase (EC 3.2.1.26)	rxn15069_d
PS_complex_e2b17f	rxn15069_m_A	Sucrose alpha-glucosidase	Sucrose alpha-glucosidase, alkaline/neutral invertase (EC 3.2.1.26)	rxn15069_m
PS_complex_d57241	rxn15069_n_A	Sucrose alpha-glucosidase	Sucrose alpha-glucosidase, alkaline/neutral invertase (EC 3.2.1.26)	rxn15069_n
PS_complex_168a6f	rxn15116_c_A	Fructose-bisphosphate aldolase	Fructose-bisphosphate aldolase class I (EC 4.1.2.13)	rxn15116_c
PS_complex_19b773	rxn15116_d_A	Fructose-bisphosphate aldolase	Fructose-bisphosphate aldolase class I (EC 4.1.2.13)	rxn15116_d
PS_complex_34cd43	rxn15118_c_A	Uridine nucleosidase	Uridine nucleosidase (EC 3.2.2.3)	rxn15118_c
PS_complex_bea5f0	rxn15121_c_A	Galactokinase	Galactokinase (EC 2.7.1.6)	rxn15121_c
PS_complex_062c35	rxn15121_m_A	Hexokinase	Hexokinase (EC 2.7.1.1)	rxn15121_m
PS_complex_a40382	rxn15138_c_A	Alpha-galactosidase	Alpha-galactosidase (EC 3.2.1.22)	rxn15138_c
PS_complex_e83f4f	rxn15138_w_A	Alpha-galactosidase	Alpha-galactosidase (EC 3.2.1.22)	rxn15138_w
PS_complex_fcc9eb	rxn15151_c_A	Inositol oxygenase	Inositol oxygenase (EC 1.13.99.1)	rxn15151_c
PS_complex_6e98c7	rxn15151_n_A	Inositol oxygenase	Inositol oxygenase (EC 1.13.99.1)	rxn15151_n
PS_complex_ff6c4f	rxn15166_d_A	Cystathionine beta-lyase	Cystathionine beta-lyase (EC 4.4.1.8)	rxn15166_d
PS_complex_53ec22	rxn15191_c_A	Xylose isomerase	Xylose isomerase (EC 5.3.1.5)	rxn15191_c
PS_complex_92f3d7	rxn15192_c_A	Xylose isomerase	Xylose isomerase (EC 5.3.1.5)	rxn15192_c
PS_complex_c4556e	rxn15209_c_A	Glucuronokinase	Glucuronokinase (EC 2.7.1.43)	rxn15209_c
PS_complex_226f97	rxn15229_c_A	Purine nucleosidase	Purine nucleosidase (EC 3.2.2.1)	rxn15229_c
PS_complex_2fa059	rxn15235_c_A	L-arabinokinase	L-arabinokinase (EC 2.7.1.46)	rxn15235_c
PS_complex_e3a6fa	rxn15249_m_A	Hexokinase	Hexokinase (EC 2.7.1.1)	rxn15249_m
PS_complex_41f969	rxn15250_c_A	Sugar-terminal-phosphatase (EC 3.1.3.9/ EC 3.1.3.58)	Sugar-terminal-phosphatase (EC 3.1.3.9/ EC 3.1.3.58)	rxn15250_c
PS_complex_1b7623	rxn15250_d_A	Sugar-terminal-phosphatase (EC 3.1.3.9/ EC 3.1.3.58)	Sugar-terminal-phosphatase (EC 3.1.3.9/ EC 3.1.3.58)	rxn15250_d
PS_complex_a50d5b	rxn15270_c_A	Mannose-6-phosphate isomerase	Mannose-6-phosphate isomerase (EC 5.3.1.8)	rxn15270_c
PS_complex_1e1e41	rxn15271_d_A	Transketolase	Transketolase (EC 2.2.1.1)	rxn15271_d
PS_complex_474962	rxn15280_c_A	Aconitate hydratase	Aconitate hydratase (EC 4.2.1.3)	rxn15280_c
PS_complex_b5694e	rxn15280_d_A	Aconitate hydratase	Aconitate hydratase (EC 4.2.1.3)	rxn15280_d
PS_complex_4543ee	rxn15280_m_A	Aconitate hydratase	Aconitate hydratase (EC 4.2.1.3)	rxn15280_m
PS_complex_ba735f	rxn15298_c_A	Pyrophosphate-dependent fructose 6-phosphate-1-kinase	Pyrophosphate-dependent fructose 6-phosphate-1-kinase (EC 2.7.1.90)	rxn15298_c
PS_complex_31a0a7	rxn15298_d_A	Pyrophosphate-dependent fructose 6-phosphate-1-kinase	Pyrophosphate-dependent fructose 6-phosphate-1-kinase (EC 2.7.1.90)	rxn15298_d
PS_complex_564ca9	rxn15348_c_A	Coniferin beta-glucosidase	Coniferin beta-glucosidase (EC 3.2.1.126)	rxn15348_c
PS_complex_f17866	rxn15362_c_A	Alpha,alpha-trehalose-phosphate synthase	Alpha,alpha-trehalose-phosphate synthase [UDP-forming] (EC 2.4.1.15)	rxn15362_c
PS_complex_b77a22	rxn15362_m_A	Alpha,alpha-trehalose-phosphate synthase	Alpha,alpha-trehalose-phosphate synthase [UDP-forming] (EC 2.4.1.15)	rxn15362_m
PS_complex_9e2d6b	rxn15362_n_A	Alpha,alpha-trehalose-phosphate synthase	Alpha,alpha-trehalose-phosphate synthase [UDP-forming] (EC 2.4.1.15)	rxn15362_n
PS_complex_32b419	rxn15362_x_A	Alpha,alpha-trehalose-phosphate synthase	Alpha,alpha-trehalose-phosphate synthase [UDP-forming] (EC 2.4.1.15)	rxn15362_x
PS_complex_4056d8	rxn15364_c_A	Glucose-6-phosphate isomerase	Glucose-6-phosphate isomerase (EC 5.3.1.9)	rxn15364_c
PS_complex_8c6c74	rxn15364_d_A	Glucose-6-phosphate isomerase	Glucose-6-phosphate isomerase (EC 5.3.1.9)	rxn15364_d
PS_complex_742e4c	rxn15389_c_A	Sinapoylglucose--choline O-sinapoyltransferase	Sinapoylglucose--choline O-sinapoyltransferase (EC 2.3.1.91)	rxn15389_c
PS_complex_bee477	rxn15399_c_A	Sinapoylglucose--malate O-sinapoyltransferase	Sinapoylglucose--malate O-sinapoyltransferase (EC 2.3.1.92)	rxn15399_c
PS_complex_8b7036	rxn15435_c_A	Fructokinase	Fructokinase (EC 2.7.1.4)	rxn15435_c
PS_complex_8dd45b	rxn15435_d_A	Fructokinase	Fructokinase (EC 2.7.1.4)	rxn15435_d
PS_complex_8db52a	rxn15435_m_A	Hexokinase	Hexokinase (EC 2.7.1.1)	rxn15435_m
PS_complex_c6a059	rxn15493_c_A	6-phosphofructokinase	6-phosphofructokinase (EC 2.7.1.11)	rxn15493_c
PS_complex_f2f033	rxn15493_d_A	6-phosphofructokinase	6-phosphofructokinase (EC 2.7.1.11)	rxn15493_d
PS_complex_dacb9a	rxn15494_c_A	Fructose-1,6-bisphosphatase	Fructose-1,6-bisphosphatase, type I (EC 3.1.3.11)	rxn15494_c
PS_complex_894b8b	rxn15494_d_A	Fructose-1,6-bisphosphatase	Fructose-1,6-bisphosphatase, type I (EC 3.1.3.11)	rxn15494_d
PS_complex_4258cd	rxn15668_c_A	Inositol-1-phosphate synthase	Inositol-1-phosphate synthase (EC 5.5.1.4)	rxn15668_c
PS_complex_722d6e	rxn15780_c_A	4-coumarate-CoA acyltransferase	4-coumarate-CoA acyltransferase (EC 2.3.1.-)	rxn15780_c
PS_complex_5450c5	rxn16289_c_A	Fatty acid omega-hydroxylase	Fatty acid omega-hydroxylase (EC 1.14.13.-)	rxn16289_c
PS_complex_51ac30	rxn16289_r_A	Fatty acid omega-hydroxylase	Fatty acid omega-hydroxylase (EC 1.14.13.-)	rxn16289_r
PS_complex_34c37d	rxn16291_c_A	Fatty acid omega-hydroxylase	Fatty acid omega-hydroxylase (EC 1.14.13.-)	rxn16291_c
PS_complex_ea831a	rxn16291_r_A	Fatty acid omega-hydroxylase	Fatty acid omega-hydroxylase (EC 1.14.13.-)	rxn16291_r
PS_complex_72396e	rxn16298_c_A	Fatty acid in-chain hydroxylase (no EC)	Fatty acid in-chain hydroxylase (no EC)	rxn16298_c
PS_complex_231abe	rxn16300_c_A	Fatty acid omega-hydroxylase	Fatty acid omega-hydroxylase (EC 1.14.13.-)	rxn16300_c
PS_complex_6bbdfd	rxn16300_r_A	Fatty acid omega-hydroxylase	Fatty acid omega-hydroxylase (EC 1.14.13.-)	rxn16300_r
PS_complex_6e39a7	rxn16304_c_A	Epoxide hydrolase	Epoxide hydrolase (EC 3.3.2.-)	rxn16304_c
PS_complex_62c78f	rxn16306_c_A	Epoxide hydrolase	Epoxide hydrolase (EC 3.3.2.-)	rxn16306_c
PS_complex_e80d73	rxn16423_c_A	Phenylalanine N-monooxygenase	Phenylalanine N-monooxygenase (EC 1.14.13.124)	rxn16423_c
PS_complex_e710a4	rxn16424_c_A	Phenylalanine N-monooxygenase	Phenylalanine N-monooxygenase (EC 1.14.13.124)	rxn16424_c
PS_complex_f558cc	rxn16426_d_A	Tryptophan N-monooxygenase	Tryptophan N-monooxygenase (EC 1.14.13.125)	rxn16426_d
PS_complex_2c5605	rxn16427_d_A	Tryptophan N-monooxygenase	Tryptophan N-monooxygenase (EC 1.14.13.125)	rxn16427_d
PS_complex_ec8fcd	rxn16428_d_A	Tryptophan N-monooxygenase	Tryptophan N-monooxygenase (EC 1.14.13.125)	rxn16428_d
PS_complex_5d801f	rxn16462_c_A	Z-gamma-bisabolene synthase	Z-gamma-bisabolene synthase (EC 4.2.3.40)	rxn16462_c
