"PSI","Species A","Species B"
"0.27","sp|Q9M6F0|T5AT_TAXCU","GWHPAOSJ005257"
"0.27","sp|Q9M6F0|T5AT_TAXCU","GWHPAOSJ005259"
"0.27","sp|Q9M6F0|T5AT_TAXCU","GWHPAOSJ009264"
"0.27","sp|Q9M6F0|T5AT_TAXCU","GWHPAOSJ026950"
"0.27","sp|Q9M6F0|T5AT_TAXCU","Gmax_Wm82.a4.v1||Glyma.02G069100.1"
"0.27","sp|Q9M6F0|T5AT_TAXCU","Gmax_Wm82.a4.v1||Glyma.07G021600.1"
"0.27","sp|Q9M6F0|T5AT_TAXCU","Gmax_Wm82.a4.v1||Glyma.08G071401.1"
"0.27","sp|Q9M6F0|T5AT_TAXCU","Gmax_Wm82.a4.v1||Glyma.11G231600.1"
"0.27","sp|Q9M6F0|T5AT_TAXCU","Gmax_Wm82.a4.v1||Glyma.13G371000.1"
"0.27","sp|Q9M6F0|T5AT_TAXCU","Gmax_Wm82.a4.v1||Glyma.14G057700.1"
"0.27","sp|Q9M6F0|T5AT_TAXCU","Gmax_Wm82.a4.v1||Glyma.16G044300.1"
"0.27","sp|Q9M6F0|T5AT_TAXCU","Gmax_Wm82.a4.v1||Glyma.19G107700.1"
"0.27","sp|Q9M6F0|T5AT_TAXCU","Mdomestica_v1.0||MDP0000121511"
"0.27","sp|Q9M6F0|T5AT_TAXCU","Mdomestica_v1.0||MDP0000181342"
"0.27","sp|Q9M6F0|T5AT_TAXCU","Mdomestica_v1.0||MDP0000242601"
"0.27","sp|Q9M6F0|T5AT_TAXCU","Mdomestica_v1.0||MDP0000247698"
"0.27","sp|Q9M6F0|T5AT_TAXCU","Mdomestica_v1.0||MDP0000264424"
"0.27","sp|Q9M6F0|T5AT_TAXCU","Mdomestica_v1.0||MDP0000311103"
"0.27","sp|Q9M6F0|T5AT_TAXCU","Mdomestica_v1.0||MDP0000371737"
"0.27","sp|Q9M6F0|T5AT_TAXCU","Osativa_v7.0||LOC_Os01g01520.1"
"0.27","sp|Q9M6F0|T5AT_TAXCU","Osativa_v7.0||LOC_Os01g09010.1"
"0.27","sp|Q9M6F0|T5AT_TAXCU","Osativa_v7.0||LOC_Os01g42870.1"
"0.27","sp|Q9M6F0|T5AT_TAXCU","Osativa_v7.0||LOC_Os05g06380.1"
"0.27","sp|Q9M6F0|T5AT_TAXCU","Osativa_v7.0||LOC_Os05g22300.1"
"0.27","sp|Q9M6F0|T5AT_TAXCU","Osativa_v7.0||LOC_Os06g06180.1"
"0.27","sp|Q9M6F0|T5AT_TAXCU","Osativa_v7.0||LOC_Os10g01660.1"
"0.27","sp|Q9M6F0|T5AT_TAXCU","PWA37917.1"
"0.27","sp|Q9M6F0|T5AT_TAXCU","PWA47623.1"
"0.27","sp|Q9M6F0|T5AT_TAXCU","PWA51262.1"
"0.27","sp|Q9M6F0|T5AT_TAXCU","PWA78954.1"
"0.27","sp|Q9M6F0|T5AT_TAXCU","Ptrichocarpa_v4.1||Potri.005G230900.1"
"0.27","sp|Q9M6F0|T5AT_TAXCU","Ptrichocarpa_v4.1||Potri.006G157100.1"
"0.27","sp|Q9M6F0|T5AT_TAXCU","Ptrichocarpa_v4.1||Potri.006G158400.1"
"0.27","sp|Q9M6F0|T5AT_TAXCU","Ptrichocarpa_v4.1||Potri.010G180000.1"
"0.27","sp|Q9M6F0|T5AT_TAXCU","Ptrichocarpa_v4.1||Potri.014G166600.2"
"0.27","sp|Q9M6F0|T5AT_TAXCU","Sbicolor_v3.1.1||Sobic.003G037800.1"
"0.27","sp|Q9M6F0|T5AT_TAXCU","Slycopersicum_ITAG3.2||Solyc01g005895.1.1"
"0.27","sp|Q9M6F0|T5AT_TAXCU","Slycopersicum_ITAG3.2||Solyc07g005760.3.1"
"0.27","sp|Q9M6F0|T5AT_TAXCU","Smoellendorffii_v1.0||133028"
"0.27","sp|Q9M6F0|T5AT_TAXCU","Smoellendorffii_v1.0||165600"
"0.27","sp|Q9M6F0|T5AT_TAXCU","Smoellendorffii_v1.0||75670"
"0.27","sp|Q9M6F0|T5AT_TAXCU","Sphagnum_fallax||Sphfalx02G047200.1"
"0.27","sp|Q9M6F0|T5AT_TAXCU","Sphagnum_fallax||Sphfalx09G052100.1"
"0.27","sp|Q9M6F0|T5AT_TAXCU","Spolyrhiza_v2||Spipo12G0047600"
"0.27","sp|Q9M6F0|T5AT_TAXCU","Taxus_chinensis||evm2.model.Chr12.468"
"0.28","Athaliana_TAIR10||AT1G03390.1","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.28","Athaliana_TAIR10||AT2G23510.1","sp|Q9M6E2|DBAT_TAXCU"
"0.28","Athaliana_TAIR10||AT2G23510.1","sp|Q9M6F0|T5AT_TAXCU"
"0.28","Athaliana_TAIR10||AT2G40230.1","sp|Q8LL69|DBNBT_TAXCA"
"0.28","Athaliana_TAIR10||AT2G40230.1","sp|Q9M6E2|DBAT_TAXCU"
"0.28","Athaliana_TAIR10||AT2G40230.1","sp|Q9M6F0|T5AT_TAXCU"
"0.28","Athaliana_TAIR10||AT3G03480.1","sp|Q9FPW3|DBBT_TAXCU"
"0.28","Athaliana_TAIR10||AT3G47170.1","sp|Q9FPW3|DBBT_TAXCU"
"0.28","Athaliana_TAIR10||AT3G48720.1","sp|Q9M6F0|T5AT_TAXCU"
"0.28","Athaliana_TAIR10||AT3G62160.1","sp|Q9FPW3|DBBT_TAXCU"
"0.28","Athaliana_TAIR10||AT5G07080.1","sp|Q9FPW3|DBBT_TAXCU"
"0.28","Athaliana_TAIR10||AT5G07080.1","sp|Q9M6F0|T5AT_TAXCU"
"0.28","Athaliana_TAIR10||AT5G17540.1","sp|Q9FPW3|DBBT_TAXCU"
"0.28","Athaliana_TAIR10||AT5G17540.1","sp|Q9M6F0|T5AT_TAXCU"
"0.28","Athaliana_TAIR10||AT5G41040.1","sp|Q9M6E2|DBAT_TAXCU"
"0.28","Athaliana_TAIR10||AT5G48930.1","sp|Q8LL69|DBNBT_TAXCA"
"0.28","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00011.212","sp|Q8LL69|DBNBT_TAXCA"
"0.28","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00011.212","sp|Q9FPW3|DBBT_TAXCU"
"0.28","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00047.43","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.28","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00063.50","sp|Q9M6F0|T5AT_TAXCU"
"0.28","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00066.37","sp|Q9M6F0|T5AT_TAXCU"
"0.28","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00066.40","sp|Q9M6F0|T5AT_TAXCU"
"0.28","Bdistachyon_v3.1||Bradi1g49060.1","sp|Q9M6E2|DBAT_TAXCU"
"0.28","Bdistachyon_v3.1||Bradi1g49060.1","sp|Q9M6F0|T5AT_TAXCU"
"0.28","Bdistachyon_v3.1||Bradi2g05480.1","sp|Q8LL69|DBNBT_TAXCA"
"0.28","Bdistachyon_v3.1||Bradi2g05480.1","sp|Q9M6E2|DBAT_TAXCU"
"0.28","Bdistachyon_v3.1||Bradi2g05480.1","sp|Q9M6F0|T5AT_TAXCU"
"0.28","Bdistachyon_v3.1||Bradi2g41620.2","sp|Q9FPW3|DBBT_TAXCU"
"0.28","Bdistachyon_v3.1||Bradi2g43510.1","sp|Q9M6F0|T5AT_TAXCU"
"0.28","Bdistachyon_v3.1||Bradi2g43520.1","sp|Q9FPW3|DBBT_TAXCU"
"0.28","Bdistachyon_v3.1||Bradi3g30220.1","sp|Q8LL69|DBNBT_TAXCA"
"0.28","Bdistachyon_v3.1||Bradi3g30220.1","sp|Q9FPW3|DBBT_TAXCU"
"0.28","Bdistachyon_v3.1||Bradi3g46350.1","sp|Q8LL69|DBNBT_TAXCA"
"0.28","Bdistachyon_v3.1||Bradi4g06067.1","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.28","Bdistachyon_v3.1||Bradi4g21930.1","sp|Q9FPW3|DBBT_TAXCU"
"0.28","Bdistachyon_v3.1||Bradi4g21930.1","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.28","Bdistachyon_v3.1||Bradi4g37830.2","sp|Q9M6F0|T5AT_TAXCU"
"0.28","Bdistachyon_v3.1||Bradi5g15140.1","sp|Q9FPW3|DBBT_TAXCU"
"0.28","Bdistachyon_v3.1||Bradi5g15140.1","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.28","Csinensis_v1.1||orange1.1g013346m","sp|Q9FPW3|DBBT_TAXCU"
"0.28","Csinensis_v1.1||orange1.1g014078m","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.28","Csinensis_v1.1||orange1.1g035497m","sp|Q9M6E2|DBAT_TAXCU"
"0.28","Csinensis_v1.1||orange1.1g039112m","sp|Q9M6F0|T5AT_TAXCU"
"0.28","Csinensis_v1.1||orange1.1g039112m","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.28","GWHPAOSJ002392","sp|Q9FPW3|DBBT_TAXCU"
"0.28","GWHPAOSJ002392","sp|Q9M6E2|DBAT_TAXCU"
"0.28","GWHPAOSJ002392","sp|Q9M6F0|T5AT_TAXCU"
"0.28","GWHPAOSJ002392","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.28","GWHPAOSJ002963","sp|Q9M6F0|T5AT_TAXCU"
"0.28","GWHPAOSJ004773","sp|Q8LL69|DBNBT_TAXCA"
"0.28","GWHPAOSJ005255","sp|Q8LL69|DBNBT_TAXCA"
"0.28","GWHPAOSJ005952","sp|Q9M6F0|T5AT_TAXCU"
"0.28","GWHPAOSJ009264","sp|Q8LL69|DBNBT_TAXCA"
"0.28","GWHPAOSJ025594","sp|Q9FPW3|DBBT_TAXCU"
"0.28","GWHPAOSJ025845","sp|Q9FPW3|DBBT_TAXCU"
"0.28","GWHPAOSJ026098","sp|Q9M6F0|T5AT_TAXCU"
"0.28","Gmax_Wm82.a4.v1||Glyma.02G264600.1","sp|Q9M6E2|DBAT_TAXCU"
"0.28","Gmax_Wm82.a4.v1||Glyma.02G264600.1","sp|Q9M6F0|T5AT_TAXCU"
"0.28","Gmax_Wm82.a4.v1||Glyma.03G244300.1","sp|Q9FPW3|DBBT_TAXCU"
"0.28","Gmax_Wm82.a4.v1||Glyma.03G244300.1","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.28","Gmax_Wm82.a4.v1||Glyma.04G151700.1","sp|Q9M6F0|T5AT_TAXCU"
"0.28","Gmax_Wm82.a4.v1||Glyma.04G198000.2","sp|Q9FPW3|DBBT_TAXCU"
"0.28","Gmax_Wm82.a4.v1||Glyma.05G203000.1","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.28","Gmax_Wm82.a4.v1||Glyma.06G029900.1","sp|Q9M6E2|DBAT_TAXCU"
"0.28","Gmax_Wm82.a4.v1||Glyma.06G029900.1","sp|Q9M6F0|T5AT_TAXCU"
"0.28","Gmax_Wm82.a4.v1||Glyma.06G211200.1","sp|Q9FPW3|DBBT_TAXCU"
"0.28","Gmax_Wm82.a4.v1||Glyma.07G021600.1","sp|Q8LL69|DBNBT_TAXCA"
"0.28","Gmax_Wm82.a4.v1||Glyma.08G010500.1","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.28","Gmax_Wm82.a4.v1||Glyma.08G220200.1","sp|Q8LL69|DBNBT_TAXCA"
"0.28","Gmax_Wm82.a4.v1||Glyma.10G159600.1","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.28","Gmax_Wm82.a4.v1||Glyma.13G044100.1","sp|Q9M6E2|DBAT_TAXCU"
"0.28","Gmax_Wm82.a4.v1||Glyma.13G232400.1","sp|Q9M6F0|T5AT_TAXCU"
"0.28","Gmax_Wm82.a4.v1||Glyma.16G044300.1","sp|Q8LL69|DBNBT_TAXCA"
"0.28","Gmax_Wm82.a4.v1||Glyma.16G053300.2","sp|Q9FPW3|DBBT_TAXCU"
"0.28","Gmax_Wm82.a4.v1||Glyma.19G096100.1","sp|Q9FPW3|DBBT_TAXCU"
"0.28","Gmax_Wm82.a4.v1||Glyma.19G221100.1","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.28","Mdomestica_v1.0||MDP0000123589","sp|Q8LL69|DBNBT_TAXCA"
"0.28","Mdomestica_v1.0||MDP0000123589","sp|Q9M6F0|T5AT_TAXCU"
"0.28","Mdomestica_v1.0||MDP0000158999","sp|Q8LL69|DBNBT_TAXCA"
"0.28","Mdomestica_v1.0||MDP0000158999","sp|Q9FPW3|DBBT_TAXCU"
"0.28","Mdomestica_v1.0||MDP0000158999","sp|Q9M6F0|T5AT_TAXCU"
"0.28","Mdomestica_v1.0||MDP0000166457","sp|Q9FPW3|DBBT_TAXCU"
"0.28","Mdomestica_v1.0||MDP0000185723","sp|Q9FPW3|DBBT_TAXCU"
"0.28","Mdomestica_v1.0||MDP0000242601","sp|Q8LL69|DBNBT_TAXCA"
"0.28","Mdomestica_v1.0||MDP0000250804","sp|Q8LL69|DBNBT_TAXCA"
"0.28","Mdomestica_v1.0||MDP0000251339","sp|Q9M6F0|T5AT_TAXCU"
"0.28","Mdomestica_v1.0||MDP0000251339","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.28","Mdomestica_v1.0||MDP0000258308","sp|Q9FPW3|DBBT_TAXCU"
"0.28","Mdomestica_v1.0||MDP0000282945","sp|Q9M6E2|DBAT_TAXCU"
"0.28","Mdomestica_v1.0||MDP0000282945","sp|Q9M6F0|T5AT_TAXCU"
"0.28","Mdomestica_v1.0||MDP0000311103","sp|Q8LL69|DBNBT_TAXCA"
"0.28","Mdomestica_v1.0||MDP0000312405","sp|Q9FPW3|DBBT_TAXCU"
"0.28","Mdomestica_v1.0||MDP0000312405","sp|Q9M6E2|DBAT_TAXCU"
"0.28","Mdomestica_v1.0||MDP0000370643","sp|Q9FPW3|DBBT_TAXCU"
"0.28","Mdomestica_v1.0||MDP0000370643","sp|Q9M6E2|DBAT_TAXCU"
"0.28","Mdomestica_v1.0||MDP0000407572","sp|Q9FPW3|DBBT_TAXCU"
"0.28","Mdomestica_v1.0||MDP0000639264","sp|Q8LL69|DBNBT_TAXCA"
"0.28","Mdomestica_v1.0||MDP0000639264","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.28","Osativa_v7.0||LOC_Os01g09010.1","sp|Q9M6E2|DBAT_TAXCU"
"0.28","Osativa_v7.0||LOC_Os01g42870.1","sp|Q8LL69|DBNBT_TAXCA"
"0.28","Osativa_v7.0||LOC_Os01g42870.1","sp|Q9M6E2|DBAT_TAXCU"
"0.28","Osativa_v7.0||LOC_Os04g42830.1","sp|Q9FPW3|DBBT_TAXCU"
"0.28","Osativa_v7.0||LOC_Os05g08640.1","sp|Q9M6F0|T5AT_TAXCU"
"0.28","Osativa_v7.0||LOC_Os05g19910.1","sp|Q9FPW3|DBBT_TAXCU"
"0.28","Osativa_v7.0||LOC_Os05g22300.1","sp|Q9FPW3|DBBT_TAXCU"
"0.28","Osativa_v7.0||LOC_Os05g22300.1","sp|Q9M6E2|DBAT_TAXCU"
"0.28","Osativa_v7.0||LOC_Os05g25150.1","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.28","Osativa_v7.0||LOC_Os06g06180.1","sp|Q9M6E2|DBAT_TAXCU"
"0.28","Osativa_v7.0||LOC_Os06g08580.1","sp|Q8LL69|DBNBT_TAXCA"
"0.28","Osativa_v7.0||LOC_Os07g36560.1","sp|Q9M6E2|DBAT_TAXCU"
"0.28","Osativa_v7.0||LOC_Os07g36560.1","sp|Q9M6F0|T5AT_TAXCU"
"0.28","Osativa_v7.0||LOC_Os10g35950.1","sp|Q8LL69|DBNBT_TAXCA"
"0.28","Osativa_v7.0||LOC_Os10g35950.1","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.28","PWA35222.1","sp|Q9FPW3|DBBT_TAXCU"
"0.28","PWA37917.1","sp|Q8LL69|DBNBT_TAXCA"
"0.28","PWA39281.1","sp|Q8LL69|DBNBT_TAXCA"
"0.28","PWA43491.1","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.28","PWA47623.1","sp|Q8LL69|DBNBT_TAXCA"
"0.28","PWA54730.1","sp|Q9M6F0|T5AT_TAXCU"
"0.28","PWA59468.1","sp|Q8LL69|DBNBT_TAXCA"
"0.28","PWA66964.1","sp|Q9M6F0|T5AT_TAXCU"
"0.28","PWA68421.1","sp|Q9FPW3|DBBT_TAXCU"
"0.28","PWA76684.1","sp|Q9M6F0|T5AT_TAXCU"
"0.28","PWA78750.1","sp|Q8LL69|DBNBT_TAXCA"
"0.28","PWA78750.1","sp|Q9M6F0|T5AT_TAXCU"
"0.28","PWA80782.1","sp|Q9M6E2|DBAT_TAXCU"
"0.28","PWA80782.1","sp|Q9M6F0|T5AT_TAXCU"
"0.28","PWA80783.1","sp|Q8LL69|DBNBT_TAXCA"
"0.28","PWA84990.1","sp|Q9FPW3|DBBT_TAXCU"
"0.28","PWA87111.1","sp|Q9M6E2|DBAT_TAXCU"
"0.28","PWA87111.1","sp|Q9M6F0|T5AT_TAXCU"
"0.28","PWA89494.1","sp|Q8LL69|DBNBT_TAXCA"
"0.28","PWA89494.1","sp|Q9FPW3|DBBT_TAXCU"
"0.28","PWA96661.1","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.28","Ptrichocarpa_v4.1||Potri.001G042900.3","sp|Q8LL69|DBNBT_TAXCA"
"0.28","Ptrichocarpa_v4.1||Potri.001G042900.3","sp|Q9M6F0|T5AT_TAXCU"
"0.28","Ptrichocarpa_v4.1||Potri.001G127400.1","sp|Q8LL69|DBNBT_TAXCA"
"0.28","Ptrichocarpa_v4.1||Potri.001G127400.1","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.28","Ptrichocarpa_v4.1||Potri.001G326300.1","sp|Q9FPW3|DBBT_TAXCU"
"0.28","Ptrichocarpa_v4.1||Potri.002G032200.1","sp|Q8LL69|DBNBT_TAXCA"
"0.28","Ptrichocarpa_v4.1||Potri.003G019900.1","sp|Q9FPW3|DBBT_TAXCU"
"0.28","Ptrichocarpa_v4.1||Potri.003G183900.3","sp|Q8LL69|DBNBT_TAXCA"
"0.28","Ptrichocarpa_v4.1||Potri.003G183900.3","sp|Q9M6F0|T5AT_TAXCU"
"0.28","Ptrichocarpa_v4.1||Potri.004G053500.1","sp|Q9FPW3|DBBT_TAXCU"
"0.28","Ptrichocarpa_v4.1||Potri.004G053500.1","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.28","Ptrichocarpa_v4.1||Potri.005G230900.1","sp|Q9M6E2|DBAT_TAXCU"
"0.28","Ptrichocarpa_v4.1||Potri.006G157100.1","sp|Q9M6E2|DBAT_TAXCU"
"0.28","Ptrichocarpa_v4.1||Potri.006G157100.1","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.28","Ptrichocarpa_v4.1||Potri.006G158400.1","sp|Q9M6E2|DBAT_TAXCU"
"0.28","Ptrichocarpa_v4.1||Potri.006G158400.1","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.28","Ptrichocarpa_v4.1||Potri.008G071200.1","sp|Q8LL69|DBNBT_TAXCA"
"0.28","Ptrichocarpa_v4.1||Potri.010G180000.1","sp|Q8LL69|DBNBT_TAXCA"
"0.28","Ptrichocarpa_v4.1||Potri.010G186300.1","sp|Q9M6E2|DBAT_TAXCU"
"0.28","Ptrichocarpa_v4.1||Potri.013G112100.1","sp|Q9FPW3|DBBT_TAXCU"
"0.28","Ptrichocarpa_v4.1||Potri.014G113600.1","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.28","Ptrichocarpa_v4.1||Potri.014G166600.2","sp|Q8LL69|DBNBT_TAXCA"
"0.28","Ptrichocarpa_v4.1||Potri.017G068500.1","sp|Q9FPW3|DBBT_TAXCU"
"0.28","Ptrichocarpa_v4.1||Potri.018G104700.1","sp|Q8LL69|DBNBT_TAXCA"
"0.28","Ptrichocarpa_v4.1||Potri.018G104700.1","sp|Q9M6F0|T5AT_TAXCU"
"0.28","Ptrichocarpa_v4.1||Potri.018G105500.1","sp|Q8LL69|DBNBT_TAXCA"
"0.28","Sbicolor_v3.1.1||Sobic.001G201800.1","sp|Q8LL69|DBNBT_TAXCA"
"0.28","Sbicolor_v3.1.1||Sobic.001G277800.1","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.28","Sbicolor_v3.1.1||Sobic.002G063800.1","sp|Q8LL69|DBNBT_TAXCA"
"0.28","Sbicolor_v3.1.1||Sobic.002G063800.1","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.28","Sbicolor_v3.1.1||Sobic.003G037800.1","sp|Q9M6E2|DBAT_TAXCU"
"0.28","Sbicolor_v3.1.1||Sobic.003G219700.1","sp|Q9M6F0|T5AT_TAXCU"
"0.28","Sbicolor_v3.1.1||Sobic.003G411100.1","sp|Q8LL69|DBNBT_TAXCA"
"0.28","Sbicolor_v3.1.1||Sobic.003G411100.1","sp|Q9M6F0|T5AT_TAXCU"
"0.28","Sbicolor_v3.1.1||Sobic.006G247400.1","sp|Q9FPW3|DBBT_TAXCU"
"0.28","Sbicolor_v3.1.1||Sobic.006G247400.1","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.28","Sbicolor_v3.1.1||Sobic.007G144400.1","sp|Q9M6E2|DBAT_TAXCU"
"0.28","Sbicolor_v3.1.1||Sobic.007G144400.1","sp|Q9M6F0|T5AT_TAXCU"
"0.28","Sbicolor_v3.1.1||Sobic.007G203600.1","sp|Q8LL69|DBNBT_TAXCA"
"0.28","Sbicolor_v3.1.1||Sobic.009G037300.1","sp|Q9FPW3|DBBT_TAXCU"
"0.28","Sbicolor_v3.1.1||Sobic.010G043700.2","sp|Q9M6E2|DBAT_TAXCU"
"0.28","Sbicolor_v3.1.1||Sobic.010G043700.2","sp|Q9M6F0|T5AT_TAXCU"
"0.28","Sbicolor_v3.1.1||Sobic.010G204000.1","sp|Q8LL69|DBNBT_TAXCA"
"0.28","Sbicolor_v3.1.1||Sobic.010G204000.1","sp|Q9FPW3|DBBT_TAXCU"
"0.28","Sbicolor_v3.1.1||Sobic.010G204000.1","sp|Q9M6E2|DBAT_TAXCU"
"0.28","Sbicolor_v3.1.1||Sobic.010G204000.1","sp|Q9M6F0|T5AT_TAXCU"
"0.28","Sbicolor_v3.1.1||Sobic.010G204000.1","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.28","Slycopersicum_ITAG3.2||Solyc01g005895.1.1","sp|Q8LL69|DBNBT_TAXCA"
"0.28","Slycopersicum_ITAG3.2||Solyc01g005895.1.1","sp|Q9M6E2|DBAT_TAXCU"
"0.28","Slycopersicum_ITAG3.2||Solyc01g068140.3.1","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.28","Slycopersicum_ITAG3.2||Solyc04g079720.3.1","sp|Q9FPW3|DBBT_TAXCU"
"0.28","Slycopersicum_ITAG3.2||Solyc06g051130.1.1","sp|Q9M6F0|T5AT_TAXCU"
"0.28","Slycopersicum_ITAG3.2||Solyc07g005760.3.1","sp|Q8LL69|DBNBT_TAXCA"
"0.28","Slycopersicum_ITAG3.2||Solyc08g013830.1.1","sp|Q9M6F0|T5AT_TAXCU"
"0.28","Slycopersicum_ITAG3.2||Solyc08g013830.1.1","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.28","Slycopersicum_ITAG3.2||Solyc11g008630.2.1","sp|Q9M6F0|T5AT_TAXCU"
"0.28","Smoellendorffii_v1.0||152997","sp|Q8LL69|DBNBT_TAXCA"
"0.28","Smoellendorffii_v1.0||232141","sp|Q8LL69|DBNBT_TAXCA"
"0.28","Smoellendorffii_v1.0||75670","sp|Q8LL69|DBNBT_TAXCA"
"0.28","Smoellendorffii_v1.0||75670","sp|Q9M6E2|DBAT_TAXCU"
"0.28","Smoellendorffii_v1.0||88533","sp|Q9M6F0|T5AT_TAXCU"
"0.28","Smoellendorffii_v1.0||99210","sp|Q9M6F0|T5AT_TAXCU"
"0.28","Sphagnum_fallax||Sphfalx01G199500.1","sp|Q9M6E2|DBAT_TAXCU"
"0.28","Sphagnum_fallax||Sphfalx02G047200.1","sp|Q8LL69|DBNBT_TAXCA"
"0.28","Sphagnum_fallax||Sphfalx11G017200.1","sp|Q8LL69|DBNBT_TAXCA"
"0.28","Sphagnum_fallax||Sphfalx11G017300.1","sp|Q8LL69|DBNBT_TAXCA"
"0.28","Spolyrhiza_v2||Spipo12G0048000","sp|Q8LL69|DBNBT_TAXCA"
"0.28","Spolyrhiza_v2||Spipo12G0048000","sp|Q9M6F0|T5AT_TAXCU"
"0.28","Spolyrhiza_v2||Spipo26G0021000","sp|Q9FPW3|DBBT_TAXCU"
"0.28","Taxus_chinensis||evm2.model.Chr01.1502","sp|Q9FPW3|DBBT_TAXCU"
"0.28","Taxus_chinensis||evm2.model.Chr01.559","sp|Q9M6F0|T5AT_TAXCU"
"0.28","Taxus_chinensis||evm2.model.Chr11.2596","sp|Q8LL69|DBNBT_TAXCA"
"0.28","Zmays_RefGen_V4||Zm00001d007350_T001","sp|Q8LL69|DBNBT_TAXCA"
"0.28","Zmays_RefGen_V4||Zm00001d007350_T001","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.28","Zmays_RefGen_V4||Zm00001d007781_T001","sp|Q8LL69|DBNBT_TAXCA"
"0.28","Zmays_RefGen_V4||Zm00001d007781_T001","sp|Q9FPW3|DBBT_TAXCU"
"0.28","Zmays_RefGen_V4||Zm00001d008756_T001","sp|Q9M6F0|T5AT_TAXCU"
"0.28","Zmays_RefGen_V4||Zm00001d009960_T001","sp|Q9M6F0|T5AT_TAXCU"
"0.28","Zmays_RefGen_V4||Zm00001d011348_T001","sp|Q9M6F0|T5AT_TAXCU"
"0.28","Zmays_RefGen_V4||Zm00001d024789_T001","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.28","Zmays_RefGen_V4||Zm00001d030214_T001","sp|Q9M6E2|DBAT_TAXCU"
"0.28","Zmays_RefGen_V4||Zm00001d032527_T001","sp|Q8LL69|DBNBT_TAXCA"
"0.28","Zmays_RefGen_V4||Zm00001d037619_T001","sp|Q9M6F0|T5AT_TAXCU"
"0.28","Zmays_RefGen_V4||Zm00001d039535_T001","sp|Q8LL69|DBNBT_TAXCA"
"0.28","Zmays_RefGen_V4||Zm00001d039535_T001","sp|Q9M6E2|DBAT_TAXCU"
"0.28","Zmays_RefGen_V4||Zm00001d039535_T001","sp|Q9M6F0|T5AT_TAXCU"
"0.28","Zmays_RefGen_V4||Zm00001d039615_T001","sp|Q9M6F0|T5AT_TAXCU"
"0.28","Zmays_RefGen_V4||Zm00001d045304_T001","sp|Q9M6F0|T5AT_TAXCU"
"0.28","Zmays_RefGen_V4||Zm00001d045584_T001","sp|Q8LL69|DBNBT_TAXCA"
"0.28","Zmays_RefGen_V4||Zm00001d046604_T001","sp|Q8LL69|DBNBT_TAXCA"
"0.28","Zmays_RefGen_V4||Zm00001d046610_T001","sp|Q8LL69|DBNBT_TAXCA"
"0.28","Zmays_RefGen_V4||Zm00001d048866_T001","sp|Q8LL69|DBNBT_TAXCA"
"0.28","Zmays_RefGen_V4||Zm00001d049989_T001","sp|Q8LL69|DBNBT_TAXCA"
"0.28","Zmays_RefGen_V4||Zm00001d049989_T001","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.28","sp|Q8LL69|DBNBT_TAXCA","Athaliana_TAIR10||AT2G40230.1"
"0.28","sp|Q8LL69|DBNBT_TAXCA","Athaliana_TAIR10||AT5G48930.1"
"0.28","sp|Q8LL69|DBNBT_TAXCA","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00011.212"
