"PSI","Species A","Species B"
"0.28","GWHPAOSJ008229","sp|Q8W4T9|T13H_TAXCU"
"0.28","GWHPAOSJ008231","sp|Q8W4T9|T13H_TAXCU"
"0.28","GWHPAOSJ009134","sp|Q6WG30|T5H_TAXCU"
"0.28","GWHPAOSJ009134","sp|Q9AXM6|T10H_TAXCU"
"0.28","GWHPAOSJ010564","sp|Q6WG30|T5H_TAXCU"
"0.28","GWHPAOSJ010564","sp|Q84KI1|T14H_TAXCU"
"0.28","GWHPAOSJ010564","sp|Q9AXM6|T10H_TAXCU"
"0.28","GWHPAOSJ014970","sp|Q84KI1|T14H_TAXCU"
"0.28","GWHPAOSJ014970","sp|Q8W4T9|T13H_TAXCU"
"0.28","GWHPAOSJ014970","sp|Q9AXM6|T10H_TAXCU"
"0.28","GWHPAOSJ023320","sp|Q6WG30|T5H_TAXCU"
"0.28","GWHPAOSJ023320","sp|Q84KI1|T14H_TAXCU"
"0.28","GWHPAOSJ024062","sp|Q84KI1|T14H_TAXCU"
"0.28","GWHPAOSJ028633","sp|Q8W4T9|T13H_TAXCU"
"0.28","GWHPAOSJ028633","sp|Q9AXM6|T10H_TAXCU"
"0.28","GWHPAOSJ029010","sp|Q8W4T9|T13H_TAXCU"
"0.28","Gmax_Wm82.a4.v1||Glyma.01G175500.1","sp|Q6WG30|T5H_TAXCU"
"0.28","Gmax_Wm82.a4.v1||Glyma.01G175500.1","sp|Q84KI1|T14H_TAXCU"
"0.28","Gmax_Wm82.a4.v1||Glyma.02G057500.2","sp|Q84KI1|T14H_TAXCU"
"0.28","Gmax_Wm82.a4.v1||Glyma.02G083200.1","sp|Q84KI1|T14H_TAXCU"
"0.28","Gmax_Wm82.a4.v1||Glyma.02G083200.1","sp|Q9AXM6|T10H_TAXCU"
"0.28","Gmax_Wm82.a4.v1||Glyma.02G120700.1","sp|Q8W4T9|T13H_TAXCU"
"0.28","Gmax_Wm82.a4.v1||Glyma.02G256800.1","sp|Q6WG30|T5H_TAXCU"
"0.28","Gmax_Wm82.a4.v1||Glyma.07G010700.1","sp|Q6WG30|T5H_TAXCU"
"0.28","Gmax_Wm82.a4.v1||Glyma.07G010700.1","sp|Q8W4T9|T13H_TAXCU"
"0.28","Gmax_Wm82.a4.v1||Glyma.08G193900.1","sp|Q6WG30|T5H_TAXCU"
"0.28","Gmax_Wm82.a4.v1||Glyma.08G193900.1","sp|Q9AXM6|T10H_TAXCU"
"0.28","Gmax_Wm82.a4.v1||Glyma.09G029400.1","sp|Q8W4T9|T13H_TAXCU"
"0.28","Gmax_Wm82.a4.v1||Glyma.11G067700.1","sp|Q84KI1|T14H_TAXCU"
"0.28","Gmax_Wm82.a4.v1||Glyma.11G228900.1","sp|Q84KI1|T14H_TAXCU"
"0.28","Gmax_Wm82.a4.v1||Glyma.13G052900.3","sp|Q8W4T9|T13H_TAXCU"
"0.28","Gmax_Wm82.a4.v1||Glyma.16G068100.1","sp|Q8W4T9|T13H_TAXCU"
"0.28","Gmax_Wm82.a4.v1||Glyma.16G168600.1","sp|Q6WG30|T5H_TAXCU"
"0.28","Gmax_Wm82.a4.v1||Glyma.16G168900.1","sp|Q6WG30|T5H_TAXCU"
"0.28","Gmax_Wm82.a4.v1||Glyma.19G033900.1","sp|Q8W4T9|T13H_TAXCU"
"0.28","Mdomestica_v1.0||MDP0000147638","sp|Q6WG30|T5H_TAXCU"
"0.28","Mdomestica_v1.0||MDP0000147638","sp|Q8W4T9|T13H_TAXCU"
"0.28","Mdomestica_v1.0||MDP0000179740","sp|Q8W4T9|T13H_TAXCU"
"0.28","Mdomestica_v1.0||MDP0000179740","sp|Q9AXM6|T10H_TAXCU"
"0.28","Mdomestica_v1.0||MDP0000192034","sp|Q6WG30|T5H_TAXCU"
"0.28","Mdomestica_v1.0||MDP0000196008","sp|Q6WG30|T5H_TAXCU"
"0.28","Mdomestica_v1.0||MDP0000196008","sp|Q8W4T9|T13H_TAXCU"
"0.28","Mdomestica_v1.0||MDP0000223193","sp|Q6WG30|T5H_TAXCU"
"0.28","Mdomestica_v1.0||MDP0000275594","sp|Q84KI1|T14H_TAXCU"
"0.28","Mdomestica_v1.0||MDP0000286141","sp|Q6WG30|T5H_TAXCU"
"0.28","Mdomestica_v1.0||MDP0000286141","sp|Q84KI1|T14H_TAXCU"
"0.28","Mdomestica_v1.0||MDP0000286141","sp|Q8W4T9|T13H_TAXCU"
"0.28","Mdomestica_v1.0||MDP0000291544","sp|Q84KI1|T14H_TAXCU"
"0.28","Mdomestica_v1.0||MDP0000300259","sp|Q6WG30|T5H_TAXCU"
"0.28","Mdomestica_v1.0||MDP0000300259","sp|Q9AXM6|T10H_TAXCU"
"0.28","Mdomestica_v1.0||MDP0000307964","sp|Q6WG30|T5H_TAXCU"
"0.28","Mdomestica_v1.0||MDP0000307964","sp|Q8W4T9|T13H_TAXCU"
"0.28","Mdomestica_v1.0||MDP0000417793","sp|Q6WG30|T5H_TAXCU"
"0.28","Mdomestica_v1.0||MDP0000498540","sp|Q8W4T9|T13H_TAXCU"
"0.28","Mdomestica_v1.0||MDP0000668705","sp|Q6WG30|T5H_TAXCU"
"0.28","Osativa_v7.0||LOC_Os02g45280.1","sp|Q9AXM6|T10H_TAXCU"
"0.28","Osativa_v7.0||LOC_Os03g45619.2","sp|Q6WG30|T5H_TAXCU"
"0.28","Osativa_v7.0||LOC_Os03g45619.2","sp|Q9AXM6|T10H_TAXCU"
"0.28","Osativa_v7.0||LOC_Os04g39430.1","sp|Q8W4T9|T13H_TAXCU"
"0.28","Osativa_v7.0||LOC_Os04g39430.1","sp|Q9AXM6|T10H_TAXCU"
"0.28","Osativa_v7.0||LOC_Os04g48170.1","sp|Q6WG30|T5H_TAXCU"
"0.28","Osativa_v7.0||LOC_Os04g48200.1","sp|Q9AXM6|T10H_TAXCU"
"0.28","Osativa_v7.0||LOC_Os04g48210.1","sp|Q6WG30|T5H_TAXCU"
"0.28","Osativa_v7.0||LOC_Os04g48210.1","sp|Q9AXM6|T10H_TAXCU"
"0.28","Osativa_v7.0||LOC_Os05g11130.1","sp|Q8W4T9|T13H_TAXCU"
"0.28","Osativa_v7.0||LOC_Os09g28390.1","sp|Q6WG30|T5H_TAXCU"
"0.28","Osativa_v7.0||LOC_Os11g04710.1","sp|Q6WG30|T5H_TAXCU"
"0.28","Osativa_v7.0||LOC_Os12g04480.1","sp|Q6WG30|T5H_TAXCU"
"0.28","Osativa_v7.0||LOC_Os12g04480.1","sp|Q84KI1|T14H_TAXCU"
"0.28","PWA42701.1","sp|Q6WG30|T5H_TAXCU"
"0.28","PWA42701.1","sp|Q9AXM6|T10H_TAXCU"
"0.28","PWA42746.1","sp|Q8W4T9|T13H_TAXCU"
"0.28","PWA46741.1","sp|Q9AXM6|T10H_TAXCU"
"0.28","PWA69133.1","sp|Q8W4T9|T13H_TAXCU"
"0.28","PWA69133.1","sp|Q9AXM6|T10H_TAXCU"
"0.28","PWA70929.1","sp|Q84KI1|T14H_TAXCU"
"0.28","PWA70930.1","sp|Q84KI1|T14H_TAXCU"
"0.28","PWA70983.1","sp|Q9AXM6|T10H_TAXCU"
"0.28","PWA76955.1","sp|Q9AXM6|T10H_TAXCU"
"0.28","PWA78421.1","sp|Q6WG30|T5H_TAXCU"
"0.28","PWA84872.1","sp|Q9AXM6|T10H_TAXCU"
"0.28","PWA84873.1","sp|Q84KI1|T14H_TAXCU"
"0.28","PWA91198.1","sp|Q6WG30|T5H_TAXCU"
"0.28","PWA91940.1","sp|Q6WG30|T5H_TAXCU"
"0.28","Ptrichocarpa_v4.1||Potri.001G200100.1","sp|Q6WG30|T5H_TAXCU"
"0.28","Ptrichocarpa_v4.1||Potri.001G270800.1","sp|Q8W4T9|T13H_TAXCU"
"0.28","Ptrichocarpa_v4.1||Potri.001G270800.1","sp|Q9AXM6|T10H_TAXCU"
"0.28","Ptrichocarpa_v4.1||Potri.001G341000.2","sp|Q9AXM6|T10H_TAXCU"
"0.28","Ptrichocarpa_v4.1||Potri.002G069600.1","sp|Q6WG30|T5H_TAXCU"
"0.28","Ptrichocarpa_v4.1||Potri.002G069600.1","sp|Q8W4T9|T13H_TAXCU"
"0.28","Ptrichocarpa_v4.1||Potri.002G126100.1","sp|Q6WG30|T5H_TAXCU"
"0.28","Ptrichocarpa_v4.1||Potri.003G038200.1","sp|Q6WG30|T5H_TAXCU"
"0.28","Ptrichocarpa_v4.1||Potri.003G038200.1","sp|Q9AXM6|T10H_TAXCU"
"0.28","Ptrichocarpa_v4.1||Potri.003G122500.1","sp|Q6WG30|T5H_TAXCU"
"0.28","Ptrichocarpa_v4.1||Potri.003G122500.1","sp|Q84KI1|T14H_TAXCU"
"0.28","Ptrichocarpa_v4.1||Potri.003G122500.1","sp|Q9AXM6|T10H_TAXCU"
"0.28","Ptrichocarpa_v4.1||Potri.005G124000.1","sp|Q6WG30|T5H_TAXCU"
"0.28","Ptrichocarpa_v4.1||Potri.007G026500.1","sp|Q6WG30|T5H_TAXCU"
"0.28","Ptrichocarpa_v4.1||Potri.007G026500.1","sp|Q84KI1|T14H_TAXCU"
"0.28","Ptrichocarpa_v4.1||Potri.009G064900.1","sp|Q9AXM6|T10H_TAXCU"
"0.28","Ptrichocarpa_v4.1||Potri.009G101700.2","sp|Q6WG30|T5H_TAXCU"
"0.28","Ptrichocarpa_v4.1||Potri.011G137750.1","sp|Q9AXM6|T10H_TAXCU"
"0.28","Ptrichocarpa_v4.1||Potri.012G071300.1","sp|Q9AXM6|T10H_TAXCU"
"0.28","Ptrichocarpa_v4.1||Potri.013G161800.1","sp|Q6WG30|T5H_TAXCU"
"0.28","Ptrichocarpa_v4.1||Potri.013G161800.1","sp|Q84KI1|T14H_TAXCU"
"0.28","Ptrichocarpa_v4.1||Potri.013G161800.1","sp|Q8W4T9|T13H_TAXCU"
"0.28","Ptrichocarpa_v4.1||Potri.013G161800.1","sp|Q9AXM6|T10H_TAXCU"
"0.28","Ptrichocarpa_v4.1||Potri.014G171700.3","sp|Q84KI1|T14H_TAXCU"
"0.28","Ptrichocarpa_v4.1||Potri.014G171700.3","sp|Q8W4T9|T13H_TAXCU"
"0.28","Ptrichocarpa_v4.1||Potri.014G171700.3","sp|Q9AXM6|T10H_TAXCU"
"0.28","Ptrichocarpa_v4.1||Potri.014G179100.2","sp|Q6WG30|T5H_TAXCU"
"0.28","Ptrichocarpa_v4.1||Potri.014G179100.2","sp|Q84KI1|T14H_TAXCU"
"0.28","Ptrichocarpa_v4.1||Potri.014G179100.2","sp|Q9AXM6|T10H_TAXCU"
"0.28","Ptrichocarpa_v4.1||Potri.017G154600.3","sp|Q6WG30|T5H_TAXCU"
"0.28","Sbicolor_v3.1.1||Sobic.001G022700.1","sp|Q84KI1|T14H_TAXCU"
"0.28","Sbicolor_v3.1.1||Sobic.001G164100.1","sp|Q6WG30|T5H_TAXCU"
"0.28","Sbicolor_v3.1.1||Sobic.001G164100.1","sp|Q9AXM6|T10H_TAXCU"
"0.28","Sbicolor_v3.1.1||Sobic.001G164200.1","sp|Q6WG30|T5H_TAXCU"
"0.28","Sbicolor_v3.1.1||Sobic.001G172400.1","sp|Q8W4T9|T13H_TAXCU"
"0.28","Sbicolor_v3.1.1||Sobic.001G445900.1","sp|Q6WG30|T5H_TAXCU"
"0.28","Sbicolor_v3.1.1||Sobic.002G102700.1","sp|Q6WG30|T5H_TAXCU"
"0.28","Sbicolor_v3.1.1||Sobic.002G102700.1","sp|Q9AXM6|T10H_TAXCU"
"0.28","Sbicolor_v3.1.1||Sobic.004G196200.1","sp|Q6WG30|T5H_TAXCU"
"0.28","Sbicolor_v3.1.1||Sobic.004G268700.1","sp|Q84KI1|T14H_TAXCU"
"0.28","Sbicolor_v3.1.1||Sobic.004G283900.1","sp|Q9AXM6|T10H_TAXCU"
"0.28","Sbicolor_v3.1.1||Sobic.005G030400.2","sp|Q6WG30|T5H_TAXCU"
"0.28","Sbicolor_v3.1.1||Sobic.005G060200.1","sp|Q84KI1|T14H_TAXCU"
"0.28","Sbicolor_v3.1.1||Sobic.005G169100.1","sp|Q9AXM6|T10H_TAXCU"
"0.28","Sbicolor_v3.1.1||Sobic.006G114600.1","sp|Q84KI1|T14H_TAXCU"
"0.28","Sbicolor_v3.1.1||Sobic.006G114600.1","sp|Q8W4T9|T13H_TAXCU"
"0.28","Sbicolor_v3.1.1||Sobic.006G114600.1","sp|Q9AXM6|T10H_TAXCU"
"0.28","Sbicolor_v3.1.1||Sobic.006G183900.1","sp|Q9AXM6|T10H_TAXCU"
"0.28","Sbicolor_v3.1.1||Sobic.006G184000.1","sp|Q8W4T9|T13H_TAXCU"
"0.28","Sbicolor_v3.1.1||Sobic.009G074300.1","sp|Q6WG30|T5H_TAXCU"
"0.28","Sbicolor_v3.1.1||Sobic.009G074300.1","sp|Q8W4T9|T13H_TAXCU"
"0.28","Slycopersicum_ITAG3.2||Solyc01g080900.3.1","sp|Q9AXM6|T10H_TAXCU"
"0.28","Slycopersicum_ITAG3.2||Solyc02g085360.3.1","sp|Q6WG30|T5H_TAXCU"
"0.28","Slycopersicum_ITAG3.2||Solyc02g085360.3.1","sp|Q84KI1|T14H_TAXCU"
"0.28","Slycopersicum_ITAG3.2||Solyc02g085360.3.1","sp|Q8W4T9|T13H_TAXCU"
"0.28","Slycopersicum_ITAG3.2||Solyc04g071150.3.1","sp|Q84KI1|T14H_TAXCU"
"0.28","Smoellendorffii_v1.0||120985","sp|Q6WG30|T5H_TAXCU"
"0.28","Smoellendorffii_v1.0||77991","sp|Q9AXM6|T10H_TAXCU"
"0.28","Smoellendorffii_v1.0||81507","sp|Q8W4T9|T13H_TAXCU"
"0.28","Smoellendorffii_v1.0||89147","sp|Q6WG30|T5H_TAXCU"
"0.28","Smoellendorffii_v1.0||96503","sp|Q6WG30|T5H_TAXCU"
"0.28","Spolyrhiza_v2||Spipo10G0030400","sp|Q8W4T9|T13H_TAXCU"
"0.28","Spolyrhiza_v2||Spipo10G0030400","sp|Q9AXM6|T10H_TAXCU"
"0.28","Spolyrhiza_v2||Spipo23G0002100","sp|Q84KI1|T14H_TAXCU"
"0.28","Spolyrhiza_v2||Spipo2G0104100","sp|Q6WG30|T5H_TAXCU"
"0.28","Spolyrhiza_v2||Spipo2G0104100","sp|Q8W4T9|T13H_TAXCU"
"0.28","Taxus_chinensis||evm2.model.Chr04.1038","sp|Q6WG30|T5H_TAXCU"
"0.28","Taxus_chinensis||evm2.model.Chr04.1038","sp|Q84KI1|T14H_TAXCU"
"0.28","Taxus_chinensis||evm2.model.Chr04.1038","sp|Q8W4T9|T13H_TAXCU"
"0.28","Taxus_chinensis||evm2.model.Chr04.2418","sp|Q6WG30|T5H_TAXCU"
"0.28","Taxus_chinensis||evm2.model.Chr04.2418","sp|Q84KI1|T14H_TAXCU"
"0.28","Taxus_chinensis||evm2.model.Chr04.2418","sp|Q8W4T9|T13H_TAXCU"
"0.28","Taxus_chinensis||evm2.model.Chr04.2418","sp|Q9AXM6|T10H_TAXCU"
"0.28","Taxus_chinensis||evm2.model.Chr05.204","sp|Q6WG30|T5H_TAXCU"
"0.28","Taxus_chinensis||evm2.model.Chr05.204","sp|Q8W4T9|T13H_TAXCU"
"0.28","Taxus_chinensis||evm2.model.Chr05.223","sp|Q6WG30|T5H_TAXCU"
"0.28","Taxus_chinensis||evm2.model.Chr07.1478","sp|Q84KI1|T14H_TAXCU"
"0.28","Taxus_chinensis||evm2.model.Chr07.1478","sp|Q9AXM6|T10H_TAXCU"
"0.28","Taxus_chinensis||evm2.model.Chr11.194","sp|Q6WG30|T5H_TAXCU"
"0.28","Zmays_RefGen_V4||Zm00001d002626_T001","sp|Q9AXM6|T10H_TAXCU"
"0.28","Zmays_RefGen_V4||Zm00001d002629_T001","sp|Q9AXM6|T10H_TAXCU"
"0.28","Zmays_RefGen_V4||Zm00001d003349_T001","sp|Q84KI1|T14H_TAXCU"
"0.28","Zmays_RefGen_V4||Zm00001d003349_T001","sp|Q8W4T9|T13H_TAXCU"
"0.28","Zmays_RefGen_V4||Zm00001d003349_T001","sp|Q9AXM6|T10H_TAXCU"
"0.28","Zmays_RefGen_V4||Zm00001d004957_T001","sp|Q6WG30|T5H_TAXCU"
"0.28","Zmays_RefGen_V4||Zm00001d004957_T001","sp|Q84KI1|T14H_TAXCU"
"0.28","Zmays_RefGen_V4||Zm00001d004957_T001","sp|Q9AXM6|T10H_TAXCU"
"0.28","Zmays_RefGen_V4||Zm00001d005889_T001","sp|Q6WG30|T5H_TAXCU"
"0.28","Zmays_RefGen_V4||Zm00001d013719_T001","sp|Q9AXM6|T10H_TAXCU"
"0.28","Zmays_RefGen_V4||Zm00001d013720_T001","sp|Q9AXM6|T10H_TAXCU"
"0.28","Zmays_RefGen_V4||Zm00001d020717_T001","sp|Q6WG30|T5H_TAXCU"
"0.28","Zmays_RefGen_V4||Zm00001d033180_T001","sp|Q8W4T9|T13H_TAXCU"
"0.28","Zmays_RefGen_V4||Zm00001d033180_T001","sp|Q9AXM6|T10H_TAXCU"
"0.28","Zmays_RefGen_V4||Zm00001d034769_T001","sp|Q6WG30|T5H_TAXCU"
"0.28","Zmays_RefGen_V4||Zm00001d034769_T001","sp|Q9AXM6|T10H_TAXCU"
"0.28","Zmays_RefGen_V4||Zm00001d039453_T001","sp|Q8W4T9|T13H_TAXCU"
"0.28","Zmays_RefGen_V4||Zm00001d051554_T002","sp|Q6WG30|T5H_TAXCU"
"0.28","Zmays_RefGen_V4||Zm00001d051554_T002","sp|Q84KI1|T14H_TAXCU"
"0.28","Zmays_RefGen_V4||Zm00001d052475_T001","sp|Q9AXM6|T10H_TAXCU"
"0.28","sp|Q6WG30|T5H_TAXCU","Athaliana_TAIR10||AT2G32440.1"
"0.28","sp|Q6WG30|T5H_TAXCU","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00011.58"
"0.28","sp|Q6WG30|T5H_TAXCU","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00012.224"
"0.28","sp|Q6WG30|T5H_TAXCU","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00029.413"
"0.28","sp|Q6WG30|T5H_TAXCU","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00059.35"
"0.28","sp|Q6WG30|T5H_TAXCU","Bdistachyon_v3.1||Bradi1g02575.1"
"0.28","sp|Q6WG30|T5H_TAXCU","Bdistachyon_v3.1||Bradi1g69040.1"
"0.28","sp|Q6WG30|T5H_TAXCU","Bdistachyon_v3.1||Bradi3g51550.1"
"0.28","sp|Q6WG30|T5H_TAXCU","Bdistachyon_v3.1||Bradi4g43110.1"
"0.28","sp|Q6WG30|T5H_TAXCU","Bdistachyon_v3.1||Bradi5g18660.1"
"0.28","sp|Q6WG30|T5H_TAXCU","Csinensis_v1.1||orange1.1g010697m"
"0.28","sp|Q6WG30|T5H_TAXCU","Csinensis_v1.1||orange1.1g010923m"
"0.28","sp|Q6WG30|T5H_TAXCU","Csinensis_v1.1||orange1.1g011522m"
"0.28","sp|Q6WG30|T5H_TAXCU","GWHPAOSJ008229"
"0.28","sp|Q6WG30|T5H_TAXCU","GWHPAOSJ009134"
"0.28","sp|Q6WG30|T5H_TAXCU","GWHPAOSJ010564"
"0.28","sp|Q6WG30|T5H_TAXCU","GWHPAOSJ023320"
"0.28","sp|Q6WG30|T5H_TAXCU","Gmax_Wm82.a4.v1||Glyma.01G175500.1"
"0.28","sp|Q6WG30|T5H_TAXCU","Gmax_Wm82.a4.v1||Glyma.02G256800.1"
"0.28","sp|Q6WG30|T5H_TAXCU","Gmax_Wm82.a4.v1||Glyma.07G010700.1"
"0.28","sp|Q6WG30|T5H_TAXCU","Gmax_Wm82.a4.v1||Glyma.08G193900.1"
"0.28","sp|Q6WG30|T5H_TAXCU","Gmax_Wm82.a4.v1||Glyma.16G168600.1"
"0.28","sp|Q6WG30|T5H_TAXCU","Gmax_Wm82.a4.v1||Glyma.16G168900.1"
"0.28","sp|Q6WG30|T5H_TAXCU","Mdomestica_v1.0||MDP0000147638"
"0.28","sp|Q6WG30|T5H_TAXCU","Mdomestica_v1.0||MDP0000192034"
"0.28","sp|Q6WG30|T5H_TAXCU","Mdomestica_v1.0||MDP0000196008"
"0.28","sp|Q6WG30|T5H_TAXCU","Mdomestica_v1.0||MDP0000223193"
"0.28","sp|Q6WG30|T5H_TAXCU","Mdomestica_v1.0||MDP0000286141"
"0.28","sp|Q6WG30|T5H_TAXCU","Mdomestica_v1.0||MDP0000300259"
"0.28","sp|Q6WG30|T5H_TAXCU","Mdomestica_v1.0||MDP0000307964"
"0.28","sp|Q6WG30|T5H_TAXCU","Mdomestica_v1.0||MDP0000417793"
"0.28","sp|Q6WG30|T5H_TAXCU","Mdomestica_v1.0||MDP0000668705"
"0.28","sp|Q6WG30|T5H_TAXCU","Osativa_v7.0||LOC_Os03g45619.2"
"0.28","sp|Q6WG30|T5H_TAXCU","Osativa_v7.0||LOC_Os04g48170.1"
"0.28","sp|Q6WG30|T5H_TAXCU","Osativa_v7.0||LOC_Os04g48210.1"
"0.28","sp|Q6WG30|T5H_TAXCU","Osativa_v7.0||LOC_Os09g28390.1"
"0.28","sp|Q6WG30|T5H_TAXCU","Osativa_v7.0||LOC_Os11g04710.1"
"0.28","sp|Q6WG30|T5H_TAXCU","Osativa_v7.0||LOC_Os12g04480.1"
"0.28","sp|Q6WG30|T5H_TAXCU","PWA42701.1"
"0.28","sp|Q6WG30|T5H_TAXCU","PWA78421.1"
"0.28","sp|Q6WG30|T5H_TAXCU","PWA91198.1"
"0.28","sp|Q6WG30|T5H_TAXCU","PWA91940.1"
"0.28","sp|Q6WG30|T5H_TAXCU","Ptrichocarpa_v4.1||Potri.001G200100.1"
"0.28","sp|Q6WG30|T5H_TAXCU","Ptrichocarpa_v4.1||Potri.002G069600.1"
"0.28","sp|Q6WG30|T5H_TAXCU","Ptrichocarpa_v4.1||Potri.002G126100.1"
"0.28","sp|Q6WG30|T5H_TAXCU","Ptrichocarpa_v4.1||Potri.003G038200.1"
"0.28","sp|Q6WG30|T5H_TAXCU","Ptrichocarpa_v4.1||Potri.003G122500.1"
"0.28","sp|Q6WG30|T5H_TAXCU","Ptrichocarpa_v4.1||Potri.005G124000.1"
"0.28","sp|Q6WG30|T5H_TAXCU","Ptrichocarpa_v4.1||Potri.007G026500.1"
"0.28","sp|Q6WG30|T5H_TAXCU","Ptrichocarpa_v4.1||Potri.009G101700.2"
"0.28","sp|Q6WG30|T5H_TAXCU","Ptrichocarpa_v4.1||Potri.013G161800.1"
"0.28","sp|Q6WG30|T5H_TAXCU","Ptrichocarpa_v4.1||Potri.014G179100.2"
"0.28","sp|Q6WG30|T5H_TAXCU","Ptrichocarpa_v4.1||Potri.017G154600.3"
"0.28","sp|Q6WG30|T5H_TAXCU","Sbicolor_v3.1.1||Sobic.001G164100.1"
"0.28","sp|Q6WG30|T5H_TAXCU","Sbicolor_v3.1.1||Sobic.001G164200.1"
"0.28","sp|Q6WG30|T5H_TAXCU","Sbicolor_v3.1.1||Sobic.001G445900.1"
"0.28","sp|Q6WG30|T5H_TAXCU","Sbicolor_v3.1.1||Sobic.002G102700.1"
"0.28","sp|Q6WG30|T5H_TAXCU","Sbicolor_v3.1.1||Sobic.004G196200.1"
"0.28","sp|Q6WG30|T5H_TAXCU","Sbicolor_v3.1.1||Sobic.005G030400.2"
"0.28","sp|Q6WG30|T5H_TAXCU","Sbicolor_v3.1.1||Sobic.009G074300.1"
"0.28","sp|Q6WG30|T5H_TAXCU","Slycopersicum_ITAG3.2||Solyc02g085360.3.1"
"0.28","sp|Q6WG30|T5H_TAXCU","Smoellendorffii_v1.0||120985"
"0.28","sp|Q6WG30|T5H_TAXCU","Smoellendorffii_v1.0||89147"
"0.28","sp|Q6WG30|T5H_TAXCU","Smoellendorffii_v1.0||96503"
"0.28","sp|Q6WG30|T5H_TAXCU","Spolyrhiza_v2||Spipo2G0104100"
"0.28","sp|Q6WG30|T5H_TAXCU","Taxus_chinensis||evm2.model.Chr04.1038"
"0.28","sp|Q6WG30|T5H_TAXCU","Taxus_chinensis||evm2.model.Chr04.2418"
"0.28","sp|Q6WG30|T5H_TAXCU","Taxus_chinensis||evm2.model.Chr05.204"
"0.28","sp|Q6WG30|T5H_TAXCU","Taxus_chinensis||evm2.model.Chr05.223"
"0.28","sp|Q6WG30|T5H_TAXCU","Taxus_chinensis||evm2.model.Chr11.194"
"0.28","sp|Q6WG30|T5H_TAXCU","Zmays_RefGen_V4||Zm00001d004957_T001"
"0.28","sp|Q6WG30|T5H_TAXCU","Zmays_RefGen_V4||Zm00001d005889_T001"
"0.28","sp|Q6WG30|T5H_TAXCU","Zmays_RefGen_V4||Zm00001d020717_T001"
"0.28","sp|Q6WG30|T5H_TAXCU","Zmays_RefGen_V4||Zm00001d034769_T001"
"0.28","sp|Q6WG30|T5H_TAXCU","Zmays_RefGen_V4||Zm00001d051554_T002"
"0.28","sp|Q84KI1|T14H_TAXCU","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00029.413"
"0.28","sp|Q84KI1|T14H_TAXCU","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00059.35"
"0.28","sp|Q84KI1|T14H_TAXCU","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00062.122"
"0.28","sp|Q84KI1|T14H_TAXCU","Bdistachyon_v3.1||Bradi1g59660.1"
"0.28","sp|Q84KI1|T14H_TAXCU","Bdistachyon_v3.1||Bradi4g43110.1"
"0.28","sp|Q84KI1|T14H_TAXCU","Bdistachyon_v3.1||Bradi5g12990.1"
"0.28","sp|Q84KI1|T14H_TAXCU","Csinensis_v1.1||orange1.1g010697m"
"0.28","sp|Q84KI1|T14H_TAXCU","Csinensis_v1.1||orange1.1g011242m"
"0.28","sp|Q84KI1|T14H_TAXCU","GWHPAOSJ010564"
"0.28","sp|Q84KI1|T14H_TAXCU","GWHPAOSJ014970"
"0.28","sp|Q84KI1|T14H_TAXCU","GWHPAOSJ023320"
"0.28","sp|Q84KI1|T14H_TAXCU","GWHPAOSJ024062"
"0.28","sp|Q84KI1|T14H_TAXCU","Gmax_Wm82.a4.v1||Glyma.01G175500.1"
"0.28","sp|Q84KI1|T14H_TAXCU","Gmax_Wm82.a4.v1||Glyma.02G057500.2"
"0.28","sp|Q84KI1|T14H_TAXCU","Gmax_Wm82.a4.v1||Glyma.02G083200.1"
"0.28","sp|Q84KI1|T14H_TAXCU","Gmax_Wm82.a4.v1||Glyma.11G067700.1"
"0.28","sp|Q84KI1|T14H_TAXCU","Gmax_Wm82.a4.v1||Glyma.11G228900.1"
"0.28","sp|Q84KI1|T14H_TAXCU","Mdomestica_v1.0||MDP0000275594"
"0.28","sp|Q84KI1|T14H_TAXCU","Mdomestica_v1.0||MDP0000286141"
"0.28","sp|Q84KI1|T14H_TAXCU","Mdomestica_v1.0||MDP0000291544"
"0.28","sp|Q84KI1|T14H_TAXCU","Osativa_v7.0||LOC_Os12g04480.1"
"0.28","sp|Q84KI1|T14H_TAXCU","PWA70929.1"
"0.28","sp|Q84KI1|T14H_TAXCU","PWA70930.1"
"0.28","sp|Q84KI1|T14H_TAXCU","PWA84873.1"
"0.28","sp|Q84KI1|T14H_TAXCU","Ptrichocarpa_v4.1||Potri.003G122500.1"
"0.28","sp|Q84KI1|T14H_TAXCU","Ptrichocarpa_v4.1||Potri.007G026500.1"
"0.28","sp|Q84KI1|T14H_TAXCU","Ptrichocarpa_v4.1||Potri.013G161800.1"
"0.28","sp|Q84KI1|T14H_TAXCU","Ptrichocarpa_v4.1||Potri.014G171700.3"
"0.28","sp|Q84KI1|T14H_TAXCU","Ptrichocarpa_v4.1||Potri.014G179100.2"
